age,job,marital,education,default,housing,loan,channel,month,day_of_week,cur_campaign_cnt,prev_campaign_days,prev_campaign_cnt,prev_campaign_outcome,deposit
36,technology,married,graduate/professional,no,yes,no,push,may,mon,3,,0,nonexistent,0
28,services,married,unknown,no,no,no,push,may,mon,2,,0,nonexistent,0
53,services,married,high school,no,yes,yes,push,may,mon,3,,0,nonexistent,0
58,trade,married,other,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
45,education,married,other,no,no,yes,push,may,mon,1,,0,nonexistent,0
43,technology,married,unknown,no,yes,no,push,may,mon,1,,0,nonexistent,0
33,other,married,high school,no,no,yes,push,may,mon,1,,0,nonexistent,0
33,other,married,high school,no,no,yes,push,may,mon,1,,0,nonexistent,0
27,trade,single,other,no,unknown,unknown,push,may,mon,1,,0,nonexistent,0
42,technology,married,high school,no,no,no,push,may,mon,1,,0,nonexistent,0
43,other,divorced,other,no,no,no,push,may,mon,3,,0,nonexistent,0
42,other,married,undergraduate,no,no,no,push,may,mon,2,,0,nonexistent,0
27,trade,single,other,no,no,no,push,may,mon,1,,0,nonexistent,0
34,self-employed,single,undergraduate,no,yes,no,push,may,mon,2,,0,nonexistent,0
31,student,single,undergraduate,unknown,no,no,push,may,mon,2,,0,nonexistent,0
54,education,divorced,undergraduate,no,no,no,push,may,mon,2,,0,nonexistent,0
40,self-employed,married,other,unknown,no,no,push,may,mon,3,,0,nonexistent,0
52,unemployed,married,high school,unknown,yes,no,push,may,mon,1,,0,nonexistent,0
47,education,divorced,undergraduate,no,no,no,push,may,mon,2,,0,nonexistent,0
49,retail,married,other,unknown,no,no,push,may,mon,1,,0,nonexistent,0
32,other,single,high school,no,no,no,push,may,mon,2,,0,nonexistent,0
49,retail,single,high school,unknown,yes,yes,push,may,mon,2,,0,nonexistent,0
50,trade,married,other,unknown,no,no,push,may,mon,1,,0,nonexistent,0
34,services,married,high school,no,no,no,push,may,mon,1,,0,nonexistent,0
55,trade,married,other,unknown,no,no,push,may,mon,2,,0,nonexistent,0
47,technology,single,other,no,no,no,push,may,mon,4,,0,nonexistent,0
51,retired,married,graduate/professional,no,no,no,push,may,mon,3,,0,nonexistent,0
47,trade,married,other,no,no,no,push,may,mon,2,,0,nonexistent,0
56,technology,married,other,no,yes,no,push,may,mon,3,,0,nonexistent,0
53,other,married,other,no,no,no,push,may,mon,3,,0,nonexistent,0
36,trade,married,other,no,yes,no,push,may,mon,2,,0,nonexistent,0
42,trade,divorced,other,no,yes,no,push,may,mon,2,,0,nonexistent,0
44,trade,divorced,other,no,no,no,push,may,mon,2,,0,nonexistent,0
39,retail,married,other,no,yes,no,push,may,mon,3,,0,nonexistent,1
37,other,single,high school,no,yes,yes,push,may,mon,2,,0,nonexistent,0
60,trade,married,unknown,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
36,services,married,high school,no,no,no,push,may,mon,2,,0,nonexistent,0
42,education,divorced,undergraduate,no,yes,no,push,may,mon,2,,0,nonexistent,0
31,other,married,high school,no,yes,yes,push,may,mon,2,,0,nonexistent,0
53,technology,divorced,graduate/professional,unknown,no,yes,push,may,mon,2,,0,nonexistent,0
45,trade,married,other,no,yes,no,push,may,mon,2,,0,nonexistent,0
37,technology,single,graduate/professional,no,yes,no,push,may,mon,2,,0,nonexistent,0
47,self-employed,married,graduate/professional,no,no,no,push,may,mon,2,,0,nonexistent,0
49,trade,divorced,high school,no,no,yes,push,may,mon,2,,0,nonexistent,0
36,other,married,undergraduate,no,yes,no,push,may,mon,2,,0,nonexistent,0
35,services,divorced,high school,no,no,no,push,may,mon,3,,0,nonexistent,0
38,unknown,married,unknown,unknown,no,no,push,may,mon,4,,0,nonexistent,0
38,services,single,high school,unknown,no,no,push,may,mon,2,,0,nonexistent,0
50,trade,divorced,high school,unknown,no,yes,push,may,mon,2,,0,nonexistent,0
59,retired,married,graduate/professional,unknown,no,no,push,may,mon,2,,0,nonexistent,0
43,unknown,married,unknown,no,yes,no,push,may,mon,2,,0,nonexistent,0
42,other,married,high school,no,yes,no,push,may,mon,2,,0,nonexistent,0
40,other,married,other,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
46,trade,married,unknown,unknown,no,no,push,may,mon,2,,0,nonexistent,0
57,retail,divorced,other,no,yes,yes,push,may,mon,2,,0,nonexistent,0
42,other,married,undergraduate,no,yes,no,push,may,mon,3,,0,nonexistent,0
41,trade,married,other,no,yes,no,push,may,mon,2,,0,nonexistent,0
54,education,divorced,undergraduate,no,yes,no,push,may,mon,3,,0,nonexistent,0
27,other,single,undergraduate,no,no,no,push,may,mon,2,,0,nonexistent,0
36,other,married,high school,no,no,no,push,may,mon,2,,0,nonexistent,0
58,trade,married,graduate/professional,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
40,education,married,undergraduate,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
34,other,single,other,unknown,no,no,push,may,mon,2,,0,nonexistent,0
33,other,divorced,high school,no,no,no,push,may,mon,2,,0,nonexistent,0
56,retired,married,other,no,no,no,push,may,mon,2,,0,nonexistent,0
42,trade,married,other,no,no,no,push,may,mon,2,,0,nonexistent,0
43,services,married,high school,no,yes,no,push,may,mon,2,,0,nonexistent,0
54,education,single,other,no,yes,no,push,may,mon,3,,0,nonexistent,0
53,other,single,other,no,yes,yes,push,may,mon,2,,0,nonexistent,0
42,technology,single,unknown,no,no,no,push,may,mon,2,,0,nonexistent,0
40,services,married,other,unknown,no,no,push,may,mon,3,,0,nonexistent,0
54,technology,married,graduate/professional,no,yes,yes,push,may,mon,2,,0,nonexistent,0
40,retail,single,graduate/professional,no,no,no,push,may,mon,4,,0,nonexistent,0
26,other,single,undergraduate,no,yes,no,push,may,mon,3,,0,nonexistent,0
33,other,married,high school,no,no,no,push,may,mon,3,,0,nonexistent,0
35,trade,married,other,unknown,no,no,push,may,mon,2,,0,nonexistent,0
36,other,married,high school,no,no,no,push,may,mon,3,,0,nonexistent,0
29,services,single,high school,no,yes,no,push,may,mon,2,,0,nonexistent,0
36,trade,married,other,no,yes,no,push,may,mon,2,,0,nonexistent,0
35,education,married,high school,no,yes,no,push,may,mon,5,,0,nonexistent,0
50,self-employed,single,undergraduate,no,no,yes,push,may,mon,5,,0,nonexistent,0
46,services,married,high school,unknown,yes,no,push,may,mon,3,,0,nonexistent,0
49,business,married,high school,no,yes,no,push,may,mon,4,,0,nonexistent,0
42,technology,single,graduate/professional,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
36,trade,single,high school,no,yes,yes,push,may,mon,3,,0,nonexistent,0
55,trade,married,other,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
41,education,married,undergraduate,unknown,no,no,push,may,mon,2,,0,nonexistent,0
57,education,married,graduate/professional,unknown,yes,no,push,may,mon,3,,0,nonexistent,0
32,services,single,high school,no,yes,no,push,may,mon,3,,0,nonexistent,0
49,other,married,other,no,no,no,push,may,mon,3,,0,nonexistent,0
57,unknown,married,unknown,unknown,yes,no,push,may,mon,2,,0,nonexistent,0
58,trade,divorced,other,no,yes,no,push,may,mon,2,,0,nonexistent,0
52,technology,married,high school,no,yes,no,push,may,mon,2,,0,nonexistent,0
50,services,divorced,graduate/professional,no,no,no,push,may,mon,2,,0,nonexistent,0
41,trade,single,other,unknown,yes,no,push,may,mon,4,,0,nonexistent,0
33,business,married,undergraduate,no,yes,no,push,may,mon,3,,0,nonexistent,0
57,trade,married,other,no,no,no,push,may,mon,2,,0,nonexistent,0
48,trade,married,other,unknown,no,no,push,may,mon,3,,0,nonexistent,0
55,technology,married,graduate/professional,no,no,no,push,may,mon,2,,0,nonexistent,0
38,education,married,undergraduate,no,no,no,push,may,mon,2,,0,nonexistent,0
38,services,married,high school,no,yes,no,push,may,mon,3,,0,nonexistent,0
53,other,married,undergraduate,no,yes,no,push,may,mon,2,,0,nonexistent,0
43,unemployed,single,undergraduate,no,no,no,push,may,mon,4,,0,nonexistent,0
36,trade,single,high school,no,no,no,push,may,mon,2,,0,nonexistent,0
32,trade,married,other,no,no,no,push,may,mon,2,,0,nonexistent,0
33,services,married,other,no,no,no,push,may,mon,3,,0,nonexistent,0
58,business,married,other,no,yes,no,push,may,mon,2,,0,nonexistent,0
40,unemployed,divorced,high school,unknown,no,no,push,may,tue,3,,0,nonexistent,0
57,education,married,undergraduate,no,yes,no,push,may,tue,2,,0,nonexistent,0
45,technology,married,high school,no,yes,no,push,may,tue,3,,0,nonexistent,0
42,trade,married,other,unknown,yes,no,push,may,tue,3,,0,nonexistent,0
